Index,Gold
157.0002,0
336.00022,0
287.00019,0
209.00036,0
72.00004,0
548.00038,0
176.00002,0
589.00001,0
96.00017,0
581.00003,0
22.00003,1
336.00021,0
497.00079000000005,0
574.00007,0
170.00048,0
303.00036,0
590.0004799999999,0
440.00001,1
370.00006,0
394.00012999999996,0
170.00066,0
241.00009,0
38.00007,0
186.00023000000002,0
95.0009,0
388.00009,0
435.00003,0
80.00003000000001,0
551.00012,0
96.00001,0
448.00002,0
485.00150999999994,0
71.00028,1
261.00003,0
107.00012,0
146.00017,0
557.0001900000001,0
256.00031,0
9.0003,0
565.0001599999999,1
48.00006,0
132.00103000000001,0
532.00017,0
84.0001,0
425.00029000000006,0
252.00017999999997,1
310.00048,0
242.00003999999998,0
497.001,0
262.00077000000005,0
36.000040000000006,1
243.00015,0
581.00005,1
121.00005,0
564.0001900000001,0
390.00021,0
125.00008999999999,0
549.0000200000001,0
449.00002,0
572.00011,0
398.00004,0
541.00011,0
190.00024,0
336.00003,1
157.00015,0
300.00016,0
260.00003,0
416.00005,0
540.00012,0
357.00227,0
485.0005,0
556.0002099999999,0
249.00019,0
357.00095,0
245.00014,0
507.00012999999996,0
20.0001,0
565.00035,0
468.00003,0
497.00097,0
348.00007,0
95.00058,0
84.0002,0
475.00094,0
144.00008,0
514.00023,0
192.00006000000002,1
56.000040000000006,0
65.00022,0
188.00003999999998,0
231.00059,0
245.00015,0
285.00016,0
388.00029,0
175.00023000000002,0
295.00075,0
238.00167000000002,0
48.00005,0
316.00062,0
375.00068,0
316.00091000000003,0
98.00016,0
432.0002,0
260.00012999999996,0
42.00011,0
295.00014,0
504.00018,0
277.0003,0
487.00012999999996,0
81.00003000000001,0
52.000029999999995,0
78.00015,0
404.00026,0
272.00007,0
65.00046999999999,0
280.00015,0
72.00001999999999,0
482.00012999999996,1
467.00004,0
586.00008,0
497.00007,0
273.00015,0
433.00021,0
310.00003,0
562.00017,0
484.00015999999994,0
316.00045,0
316.00041,0
510.00015,0
544.00013,0
280.0001,0
489.00063,0
353.00023,1
231.00016000000002,0
364.00011,0
261.00043,1
294.00014,0
485.00072,0
238.00203,0
478.00005,0
175.0002,0
590.00011,0
329.00028,0
42.00007,0
95.00023,0
64.00026,0
107.00005,1
132.00042,0
71.00046999999999,1
48.00012,0
67.00005,0
366.00001000000003,0
120.00013,0
581.00033,0
548.0001599999999,0
79.00010999999999,0
565.00007,1
551.0001,0
65.00009,0
200.00001,0
4.00001,1
522.00007,0
469.00018,0
262.00039,0
263.00028,0
367.0008,0
5.0000599999999995,0
90.00012,0
294.0002,0
103.00001999999999,0
475.00120999999996,1
373.00018,0
392.00007,1
110.00003000000001,0
352.00017,0
544.0002900000001,0
183.00021999999998,0
386.0002,1
359.00032000000004,0
303.00026,1
303.00023,0
168.00011,0
357.00088999999997,0
238.00082999999998,0
443.00001,0
552.0001900000001,0
35.00013,0
231.00022,0
297.00001000000003,0
170.00036,0
342.0001,0
1.00001,0
399.0001,0
415.00007999999997,0
36.00019,0
187.00014,1
238.00307999999998,0
217.00002999999998,0
375.0008,0
534.00009,0
3.00047,0
382.00021,0
443.00002,0
312.00009,0
404.00016,0
235.0001,0
3.00007,0
585.00007,0
307.00002,0
262.0007,0
572.0002400000001,0
369.00002,0
248.00012999999998,0
485.00014000000004,1
208.00037,0
505.00042,0
356.00001000000003,0
31.00025,0
506.00003,0
584.00009,0
170.0005,0
56.00059,0
84.00024,0
438.00023,0
52.00015,0
235.00002999999998,0
100.00012,0
245.00025,0
84.00003000000001,0
21.00008,0
564.00005,0
441.00022,0
393.00006,0
401.00004,0
238.00064,0
588.0002,1
124.00013,0
24.00014,0
97.00012,0
487.00015999999994,0
355.00007,0
289.00012000000004,1
163.00003,1
392.00004,0
448.00023,0
48.00015,0
558.00014,0
303.00025,0
548.00028,0
564.00011,0
124.00008000000001,0
467.00027,0
428.00015,0
303.00052999999997,1
237.00011,0
432.00025999999997,0
495.00014000000004,0
489.00028,0
285.00003,0
156.00003999999998,0
145.00001,1
370.00007,0
190.00001,0
184.00011999999998,0
357.00122000000005,0
505.00055999999995,0
485.00007999999997,0
114.0002,1
123.00013,0
292.00003,0
44.00012,0
516.00005,0
469.00005,0
206.00006000000002,0
209.0002,0
589.0002599999999,0
544.00005,0
87.0001,0
542.00007,0
106.00008999999999,0
256.00016,1
544.00025,0
454.00017,1
514.0001900000001,0
457.00007999999997,0
210.00007999999997,1
345.00068,0
18.00004,1
356.00004,0
426.00007,0
377.00001000000003,0
186.00003999999998,0
375.00054,0
262.00076,0
56.00035,0
303.00009,0
12.00013,0
317.00025,0
52.0001,0
125.00008000000001,0
508.00017,0
231.00041000000002,0
316.00088,0
221.00033,0
499.00010999999995,0
375.00043999999997,0
497.00099000000006,0
425.00001,0
55.00005,0
158.00008,0
489.00003,0
265.00006,0
510.00063,0
293.00012000000004,0
426.00002,0
299.00005,1
177.00016000000002,0
428.00012000000004,0
425.00027,0
156.00002,0
570.00003,0
20.00001,0
187.00016000000002,0
551.00004,0
34.00011,0
183.00002,0
567.00008,0
39.000009999999996,0
497.00050999999996,0
68.00031,0
18.0001,0
505.00045,0
482.00003,0
588.00006,0
139.00013,0
303.00002,0
571.00012,0
534.00023,0
589.00009,0
207.00028,1
56.00049,0
587.0003,0
396.00006,0
94.00014,0
104.00012,0
186.00013,0
20.000120000000003,0
277.00011,0
551.00006,0
22.00005,0
580.0000200000001,0
402.00012999999996,0
452.00018,0
186.00032,0
262.00032000000004,0
396.00001000000003,0
147.00015,0
357.00224,0
367.00028,0
238.00112000000001,0
45.00016,0
46.000170000000004,0
124.00003000000001,0
54.000119999999995,0
74.00001,0
123.00006,0
425.00012000000004,0
248.00027000000003,0
203.00005,0
575.00005,1
5.00013,0
307.00001000000003,0
434.00012999999996,0
320.00007999999997,0
345.00037000000003,0
555.0001,0
349.00016,0
171.00031,0
238.00003999999998,0
53.00016,0
127.00017,0
228.00002,1
94.00007,0
130.00011,0
485.00111,0
562.00004,0
298.00009,0
113.00007,1
255.00006000000002,0
327.00003,0
432.00032999999996,0
590.00012,0
177.00003999999998,1
243.0002,0
207.0002,0
337.00014,0
132.00075,0
282.00007999999997,0
353.00009,1
326.00019,0
95.00063,0
292.00014,0
427.00028,0
307.00009,0
267.00007999999997,0
237.00027000000003,0
208.00073999999998,0
144.00007,0
277.00016,0
434.00022,0
204.00019,0
117.00015,0
291.00012000000004,0
150.0001,1
316.00064,0
256.00012999999996,0
192.00008,0
335.00002,0
399.00016,0
223.00028999999998,1
183.00007,0
589.00003,0
132.0007,0
261.00047,0
488.00009000000006,1
127.00007,0
395.00001000000003,0
497.00091,0
123.00008000000001,0
469.00007,0
87.00005,0
497.00117,0
500.00012000000004,0
104.00008000000001,0
445.00002,1
243.00022,0
132.00068000000002,0
174.00009,0
316.00012999999996,0
132.00036,0
224.00012,0
10.00003,0
572.0001599999999,0
505.00005999999996,0
329.00032000000004,0
242.00001,0
144.00003,0
369.00003,1
277.00018,0
428.00005,0
295.00068999999996,0
402.00018,0
238.00201,0
41.000040000000006,0
547.00005,0
510.00042,0
551.0001599999999,0
544.00007,0
427.00005,1
263.00017,0
404.00057000000004,0
300.00018,0
163.00002,0
262.00132,0
95.00086999999999,1
320.00017,0
375.00029,0
497.00035999999994,1
294.00005,0
289.00004,0
489.00041,0
249.00003999999998,1
310.00026,0
426.00010999999995,0
100.00017,1
475.00082000000003,1
375.0006,0
114.00001999999999,0
12.00031,0
222.0002,0
516.0001,0
244.00006000000002,0
436.00022,0
534.0003,0
485.0015,0
482.00012000000004,0
473.00007,0
238.0005,0
563.00005,0
485.00192999999996,0
469.00017,0
589.00014,0
546.00003,0
380.00009,0
490.00001,0
134.00001,0
438.00005999999996,1
485.00147999999996,0
419.00014,0
565.0001,0
245.00005,0
121.00001,1
326.00023999999996,0
408.00004,0
278.00023,0
391.00007,0
497.00107,0
249.00002,0
2.00006,0
122.00001999999999,0
137.00008,0
64.00021,0
491.00007,0
229.00002,0
31.000159999999997,0
534.00042,0
357.00036,0
544.0001599999999,0
273.00006,0
315.0002,0
485.00104000000005,0
275.00012999999996,0
180.00008,0
291.00012999999996,0
70.00001,0
357.00152,0
95.00121,0
170.00063,0
532.00022,0
245.00007999999997,0
367.00054,0
374.00014,0
520.00005,0
506.00004,0
316.00022,0
388.00028,0
108.00018999999999,0
561.00018,0
263.00015,0
325.00012999999996,0
186.00024,0
343.00012999999996,0
427.0003,0
350.00007,0
204.00007,0
67.0002,0
136.00028999999998,0
121.00008000000001,0
376.00007,0
549.00005,0
561.00005,0
174.00001,0
312.00018,0
357.00201,0
56.00099,0
38.000440000000005,0
442.00017,0
149.00009,0
53.000080000000004,0
113.00006,0
485.00183,0
497.00047,0
208.00015,0
208.00042,0
71.00043000000001,0
250.00005,0
238.00286,0
420.00022,0
75.00003000000001,0
201.00013,0
562.0001599999999,0
295.00006,0
552.00012,0
342.00004,0
96.00013,0
353.00011,1
568.00003,0
410.00022,0
565.0002099999999,1
238.00113,0
277.00032999999996,0
359.00007999999997,0
265.00019,1
172.00007,0
105.00041,0
261.00032000000004,0
135.00001,0
295.00034,0
497.00111,0
489.00004,0
238.0013,0
13.000010000000001,0
238.00036,0
36.00022,0
256.00066,1
497.00022,0
148.00002,0
37.0001,0
75.00021,0
174.00011,0
497.00115999999997,0
337.00011,0
495.00027,0
357.00147999999996,0
447.00005999999996,1
4.00005,0
249.00009,1
285.00012999999996,1
528.00007,0
170.00024,0
508.00003,0
252.00007000000002,0
67.00015,0
171.00006000000002,0
496.00018,0
540.00001,0
347.00004,0
189.00003,0
16.00003,0
382.00001000000003,0
170.00026,0
345.00027,0
484.00018,0
446.00001,0
590.00063,0
345.00029,0
216.00002,1
320.00014,0
521.00014,0
569.00006,0
357.00295,0
472.0002,0
259.00007,0
359.00022,0
382.00007999999997,0
95.00068,0
398.00007999999997,0
261.00031,0
144.00005,0
312.00017,0
45.000009999999996,0
256.0004,0
197.00003,0
13.000110000000001,0
102.00001,0
549.00001,1
238.00265,0
315.00015,1
319.00012999999996,0
442.0002,0
388.00026,0
238.00295,0
255.00007999999997,0
425.00025999999997,0
435.00012999999996,0
343.00004,0
412.00003,0
447.00007,0
329.00003,0
499.00023,0
231.00062000000003,0
462.00004,0
208.00024,0
172.00001,1
112.00005,0
357.00016,0
143.00023000000002,0
398.00002,0
46.00011,0
62.00001999999999,0
327.00009,0
555.00007,0
464.00002,0
482.00014000000004,0
218.00006000000002,1
418.00003,1
278.00005,1
99.00004,0
140.00024,0
85.00008000000001,0
386.00002,0
462.00015,0
157.00014,0
170.00064,0
221.00007999999997,0
138.00011999999998,0
90.00008000000001,0
66.00001,0
351.00003,0
394.00009,0
57.00006,1
99.00008000000001,0
248.00028999999998,0
555.00046,0
587.00008,0
192.00001,1
429.0001,0
552.00022,0
590.00031,0
248.00032000000002,0
303.00031,0
330.00014,0
394.00005,0
357.00012000000004,0
222.00024,0
588.0001,0
555.00041,0
355.00004,0
357.00088,0
12.00019,0
256.00023,0
558.00013,0
55.00025,0
223.00003999999998,0
240.00002,0
483.00035,0
449.00005,0
499.00012000000004,1
497.0012,0
262.00137,0
17.00007,0
494.00014000000004,0
562.00014,0
220.00024,0
485.00179,0
329.00014,0
532.00014,0
4.000380000000001,0
486.00002,0
499.00019000000003,0
441.00015999999994,1
357.00092,0
276.00012999999996,0
301.00006,0
463.00012000000004,0
376.00003,0
345.00052,0
529.0000200000001,0
193.00011,0
262.00125,0
290.0001,0
252.00022,0
64.00019,0
104.00007,0
40.00007,0
371.00005,0
15.000020000000001,0
451.00032999999996,0
336.00018,0
314.00004,0
264.00025,0
472.00022,0
485.00052,0
523.00015,0
475.00059000000005,0
68.00032,0
438.00010999999995,0
4.00016,0
75.00001999999999,0
320.0002,0
485.00010999999995,0
565.0002,0
489.0004,0
238.00066,0
295.00059,0
418.00002,0
56.00031,0
404.00007999999997,0
407.00003,1
329.00041,0
132.00097,0
160.00013,1
556.00022,0
546.00008,0
238.00248,0
381.00001000000003,0
7.00006,0
262.00126,0
229.00016000000002,0
72.00015,0
161.00011999999998,0
249.00017999999997,0
207.0001,0
88.00001,0
108.00013,0
212.00009,0
379.00009,1
475.00005999999996,0
425.00012999999996,0
420.00025,0
489.00035999999994,0
345.00041,0
117.00012,0
425.00039000000004,0
510.00019000000003,0
573.00022,0
454.00014000000004,0
442.00021,0
489.0002,0
262.00052999999997,0
573.00025,0
357.00182,0
262.00023999999996,0
262.00042,0
272.00005,0
163.00003999999998,0
508.0001,0
12.00014,0
349.00019,0
588.0002099999999,0
55.00018000000001,0
100.00026,0
304.00026,0
287.00029,0
190.00008,0
442.00035999999994,0
238.00187999999997,0
490.00012999999996,0
224.00017000000003,0
63.000009999999996,1
279.00007999999997,0
347.00009,1
335.00003,0
261.0002,1
289.00003,0
544.00038,0
325.00012000000004,0
60.00003,0
451.0001,0
477.00014000000004,0
152.00027,0
94.00005999999999,0
534.00032,0
209.00045,0
484.00017,0
132.0009,0
238.00092,0
438.00003,1
500.00003,0
499.00017,0
249.00012,0
414.00009,0
196.00015,0
510.00005,0
107.00006,0
55.00014,0
485.00159,0
303.00048,1
262.00038,0
192.0002,0
125.00011,0
87.00013,0
357.00253,0
4.00021,0
95.00025,0
312.00004,0
494.00012999999996,0
112.00016000000001,1
277.00023,0
533.00009,0
11.00007,0
137.0002,0
170.00007,0
329.00015,0
455.00003,0
404.00028,0
138.00003,0
386.00023999999996,1
345.00064,0
538.00004,0
571.00014,0
357.00051,0
52.00006,0
357.00174,0
357.00087,0
349.00007999999997,0
527.00025,0
128.00003999999998,0
256.00003,0
375.00068999999996,0
378.00007999999997,0
73.00001999999999,0
169.00001,0
359.00021,0
294.00002,0
451.0003,0
104.00005,0
59.00006,0
223.00023,0
403.00003,0
554.00005,0
73.00003000000001,0
178.00002,0
144.00031,0
509.00009000000006,0
212.00015,0
399.00036,0
64.00035,0
345.00065,0
368.00006,1
299.00004,0
71.00033,0
424.00002,0
442.00015,0
505.00030999999996,0
375.00049,1
262.00106,0
91.00007,0
190.00033,0
526.0001599999999,0
483.00023,0
470.00010999999995,0
427.0001,0
238.00171,0
555.0004,0
321.00007,0
183.00019,0
4.00024,0
327.00015,0
173.00002,0
155.00002,0
136.00021,0
13.000160000000001,0
345.0007,0
262.00102000000004,0
370.0005,0
510.00022,0
75.00022,0
485.00178,0
136.00001,0
394.00017,0
7.00002,0
220.00014,0
176.00007,0
345.00062,0
521.00018,0
353.0002,1
534.00028,0
230.00011,0
208.00034,0
302.00007,0
473.00007999999997,0
419.00004,0
265.00011,0
483.00035999999994,0
108.00005,0
357.00244,0
3.00018,0
271.00019,0
357.00109,0
279.00014,0
553.00003,0
468.00015999999994,0
56.00075,0
551.00008,0
485.00088,0
426.00015,0
31.000359999999997,0
512.00014,0
27.00003,1
327.00014,0
336.00012000000004,0
304.00027,0
18.00016,1
8.00004,0
367.00029,0
550.00015,1
527.00009,0
334.00001000000003,0
87.00012,1
199.00002,0
25.00016,1
463.00007,0
265.00026,0
272.00003,0
17.00005,0
548.00042,0
238.00015,0
238.0011,0
244.00033,0
35.000009999999996,0
550.00003,0
442.00010999999995,0
375.00001000000003,0
438.00028,0
65.00029,0
316.00051,0
452.00015999999994,0
473.00012000000004,0
452.00032999999996,1
124.00007,0
468.00012999999996,0
365.00005,0
101.00001,0
472.00012999999996,0
27.000009999999996,1
564.00032,0
231.00045,0
572.00025,0
423.00001,1
278.0001,0
452.00007,0
209.00035,0
350.00003,0
259.00014,0
527.00004,0
489.00012000000004,0
454.00004,0
328.00011,0
414.00001000000003,0
485.00065,0
113.00003999999998,0
345.0005,0
316.00032999999996,0
534.00038,0
433.00037000000003,0
252.00019,0
3.00044,0
292.00007999999997,0
99.00007,0
420.00057999999996,0
169.00002,1
521.0002,0
287.0001,0
34.00006,0
259.00011,0
489.00055,0
533.00018,0
23.00001,0
303.00051,0
238.00309,0
307.00006,0
375.00028,0
467.00057999999996,0
277.00031,0
262.00041,0
425.00024,0
38.00026,0
43.000040000000006,0
404.00023999999996,0
112.00012,0
296.00004,1
416.00016,0
119.00016000000001,0
487.00003,1
522.00009,0
559.00017,0
234.00003999999998,0
200.00011,1
565.00015,1
238.00272999999999,0
429.00007999999997,1
170.00062,0
523.00009,0
127.00008999999999,1
331.00003,0
353.00032000000004,0
326.00015,0
545.0002,0
238.00239,0
187.00023000000002,0
267.00014,0
241.00001,0
181.00017,0
245.0001,0
585.00003,0
495.00010999999995,0
171.00011999999998,0
488.00014000000004,0
572.00037,0
359.00004,0
157.00075,0
88.00005999999999,0
522.00008,0
56.00017,0
477.00010999999995,0
362.00002,0
376.00016,0
315.00023999999996,0
402.00028,0
187.0001,0
208.00032,0
316.00081,0
241.00003999999998,0
238.00217,0
183.00003999999998,0
231.00006000000002,0
221.00001,0
565.00009,0
470.00007999999997,0
262.00057000000004,0
132.00083,0
485.00073,0
242.00007999999997,0
357.00018,0
65.00004,0
331.00012999999996,0
203.0001,0
546.00012,0
495.00003,0
184.00006000000002,0
316.00057999999996,0
202.00013,0
276.00023,0
201.00005,0
357.00239,0
370.00036,0
216.00011,0
496.00007999999997,0
461.00009000000006,0
68.00026,0
345.00032000000004,0
467.00055,0
497.00109000000003,0
375.00071,0
136.0002,0
25.00007,1
357.00031,0
332.00026,0
55.00003,0
234.00015,1
209.0004,0
152.00018,0
69.0001,0
271.00005,0
275.00003,0
527.00015,0
223.00042000000002,0
542.00004,0
438.00018,0
329.00009,0
583.00004,0
479.00012999999996,0
12.00075,0
159.00003999999998,0
56.00055,0
194.00007,0
55.00026999999999,0
477.00047,1
89.0002,0
245.00001,0
344.00011,0
111.0002,0
45.00019,0
357.0015,0
503.00002,0
4.00019,0
305.00022,0
262.0006,0
485.00136,0
576.00009,0
134.00017,0
111.00018,0
190.00037,0
532.00001,0
394.0002,0
135.00002,0
262.00074,0
95.00010999999999,0
238.00079,0
40.00011,0
237.00017999999997,0
115.00003999999998,0
442.00024,1
329.00012000000004,0
284.0002,0
42.00005,0
527.00027,0
357.00155,0
71.00012,0
152.00007,0
587.00033,0
238.00137,0
120.00018999999999,0
466.00005,0
144.00023000000002,0
244.00017000000003,0
572.0004700000001,0
34.00015,0
55.000240000000005,0
244.00027000000003,0
56.00088,0
311.0001,0
185.00013,0
523.0001900000001,0
350.00009,0
353.00025,0
406.00005,0
244.00002,0
75.00027,0
20.00008,0
534.00011,0
33.00022,0
98.00007,0
140.00005,0
91.00005999999999,0
387.0003,0
502.00010999999995,1
139.00005,0
490.00025,0
16.00004,0
510.00015999999994,0
357.00075,0
11.00008,0
438.00001,0
357.00154,0
231.00017999999997,0
303.00029,0
518.00005,0
466.00007,0
394.00034,0
46.00038,0
587.00012,0
432.00046,0
483.00002,0
345.00017,0
31.00023,0
295.0005,0
574.00004,0
556.00001,0
238.00034,0
523.00014,0
585.00001,0
550.00013,0
483.00018,0
564.0004700000001,0
261.00023,0
209.00006000000002,0
260.00004,0
303.00003,0
217.00006000000002,0
382.00005,0
140.00002,0
555.00059,0
161.0001,0
353.00019,0
477.00034000000005,0
488.00004,0
476.00007,0
48.00002,0
310.00023,0
95.00007,0
524.00006,0
470.00003,0
485.00074000000006,0
485.0001,0
399.00038,0
467.00048,0
483.00021,0
95.00117,0
311.00002,0
534.0002599999999,0
357.00194,0
150.00011999999998,0
223.00016000000002,1
135.00011999999998,0
282.00009,0
429.0002,0
64.00036,0
117.00008000000001,0
243.00001,0
35.00016,0
475.00112,0
46.00002,0
571.00022,1
4.000030000000001,0
36.000170000000004,0
56.00038000000001,0
491.00009000000006,0
317.00019,0
170.0001,0
204.00003,0
303.00067,1
256.0003,0
98.00026,0
508.00009000000006,0
241.0001,0
350.00007999999997,0
95.00062,0
202.00021999999998,0
83.00027,0
417.00001000000003,0
276.00014,0
485.00095999999996,0
467.0006,0
8.00007,0
252.00021,1
183.00021,0
170.00027,0
346.00005,1
452.00007999999997,1
161.00003,0
343.00003,0
389.00018,0
41.00007,1
505.00044,0
243.00002,0
4.00036,0
15.000210000000001,0
137.00006000000002,0
368.0001,1
71.00010999999999,0
410.0002,0
140.00007,0
238.00263999999999,0
347.00005,0
71.00021,0
352.00006,0
484.00019000000003,0
402.00031,0
157.00077,0
521.00013,0
137.00002,0
430.00004,0
65.00041,0
395.00007,0
381.00007999999997,0
95.0008,0
223.0003,0
399.00028,0
214.00002999999998,1
175.00001,0
555.0001900000001,0
371.00012000000004,0
441.00017,1
192.00005,0
475.00032999999996,0
207.00023000000002,0
86.00003000000001,1
317.00026,0
132.00011999999998,1
259.00017,1
373.00009,0
208.00019,0
170.00023000000002,0
167.00013,0
303.00064,0
210.00006000000002,1
146.00018,0
346.00001000000003,0
425.00018,0
333.00003,0
514.00014,0
497.00068,1
429.00001,0
30.000009999999996,1
224.00009,0
234.00012999999998,0
155.00005,0
452.00037000000003,0
332.00001000000003,0
530.00004,0
207.00035,0
485.00063,0
71.00023,0
101.00005,0
401.00007999999997,0
483.00029000000006,0
303.00037000000003,0
316.00014,0
485.00177,0
4.0004599999999995,0
55.00006,0
306.00004,0
95.00065,0
223.00019,0
280.00006,0
386.00018,0
229.00007000000002,0
415.00007,0
179.00011,1
448.00010999999995,0
427.00010999999995,0
579.00006,1
52.00013,0
28.000040000000002,0
119.00013,0
329.00039,0
387.00015,1
203.00013,0
491.00004,1
367.00022,0
87.00005999999999,0
334.00005,0
202.00005,0
542.00003,0
548.00041,0
164.00002,0
387.00037000000003,0
572.0004299999999,0
136.00023000000002,1
218.00002999999998,1
64.00038,0
367.00017,0
66.00003000000001,0
413.00012000000004,0
179.00005,0
301.00025,0
278.00026,0
276.00035,0
475.00034000000005,0
500.00015,0
381.00007,0
88.00008000000001,0
112.00003000000001,0
316.00097,0
467.00012000000004,0
441.00021,0
363.00004,0
67.00019,0
56.000009999999996,0
573.00012,0
152.00011,0
497.00095,0
231.00015,0
517.00009,0
445.00005999999996,0
564.0004799999999,0
151.00009,0
492.00004,0
301.00012000000004,0
178.00001,0
238.00198999999998,0
231.0006,0
502.00012999999996,0
107.00013,0
571.00034,0
303.00028,0
61.00003,1
140.00014,0
167.00023000000002,0
91.00010999999999,0
482.00021,0
420.00032000000004,0
41.00015,0
38.00031,0
524.00003,0
581.00013,0
46.00023,1
495.00021,1
494.00002,0
6.000030000000001,0
303.00032000000004,0
132.00115,0
202.00025,0
261.00041,0
549.0001,0
410.0001,0
464.00005999999996,0
346.00002,0
96.00005999999999,0
198.00008,0
357.0003,0
556.00005,0
474.00001,0
261.00027,0
497.00052999999997,0
208.00025,0
159.00011999999998,0
451.00001,0
357.0018,0
248.00031,0
238.00081,0
366.00021,0
342.00009,0
259.00015,0
146.00008,0
43.00005,0
357.00222,0
375.00039,1
112.00017,1
293.0001,0
277.00003,0
193.00001,0
223.00001,0
86.00018,0
45.00012,0
485.001,0
262.00133999999997,0
371.0001,1
329.00061,0
12.00052,0
69.00005999999999,0
295.00011,0
331.00022,0
357.00035,0
451.00012999999996,0
128.00011999999998,1
199.00008,0
67.00014,0
256.00048,0
223.00035,0
566.00001,0
393.00012000000004,0
157.00068000000002,0
221.00021,0
284.00012000000004,0
413.00012999999996,0
480.00001,0
347.00003,1
167.00007,1
425.00044,0
433.00045,0
442.00032999999996,0
238.00089,0
458.00004,0
19.00003,0
184.00017,0
220.00006000000002,0
332.00005,0
496.00004,0
575.00022,0
183.00023000000002,0
376.0001,0
238.0014,0
264.00019,0
570.00004,0
65.0004,1
507.00022,0
145.00008,0
223.00025,0
429.00012999999996,0
93.00005,0
209.00011,0
456.00015,0
102.00015,0
105.00018,1
75.00016,0
497.00012999999996,0
28.000009999999996,1
373.00016,0
357.0029,0
368.00012999999996,0
293.00006,0
4.00025,0
121.00011,0
434.00009000000006,1
302.0002,1
548.00011,0
462.00018,0
497.00039000000004,0
373.00005,0
505.00023,0
24.00004,0
120.0002,0
438.00002,0
44.00023,0
21.00013,0
303.00046000000003,0
6.00004,0
312.00001000000003,0
98.00018,0
551.00013,0
343.0001,0
344.00012000000004,0
427.00015,0
295.00043999999997,0
496.00010999999995,0
448.00024,0
303.00004,0
116.00013,0
476.00018,0
477.00023,0
15.00026,0
98.00012,0
97.00013,0
436.00005,0
303.00011,0
181.00006000000002,0
46.0002,0
340.00007,0
210.00002999999998,1
233.0001,0
589.00008,0
558.00011,0
489.00024,0
416.00017,0
174.0001,0
317.00021,0
387.00049,0
243.00027999999998,0
403.00007999999997,0
